contract_code,option_side,strike_price,bid,ask,delta,underlying_spot
US.PEP260821P150000,PUT,150.0,7.15,8.55,-0.723626411,143.5
US.PEP260821P152500,PUT,152.5,8.05,10.7,-0.856671996,143.5
US.PEP260821P155000,PUT,155.0,11.0,12.75,-0.874185908,143.5
US.PEP260821P157500,PUT,157.5,12.9,15.5,-0.915831842,143.5
US.PEP260821P160000,PUT,160.0,14.9,17.7,0.0,143.5
US.PEP260821P162500,PUT,162.5,16.95,20.95,0.0,143.5
US.PEP260821P165000,PUT,165.0,20.35,22.95,-0.943063813,143.5
US.PEP260821P170000,PUT,170.0,25.25,28.45,-0.922957042,143.5
US.PEP260821P175000,PUT,175.0,30.2,33.15,-0.950760164,143.5
US.PEP260821P180000,PUT,180.0,35.15,38.15,-0.95811676,143.5
US.PEP260821P185000,PUT,185.0,40.25,43.45,-0.939495775,143.5
US.PEP260821P190000,PUT,190.0,45.15,48.15,-0.963379439,143.5
US.PEP260821P195000,PUT,195.0,50.25,53.45,-0.945892288,143.5
US.PEP260821P200000,PUT,200.0,55.25,58.45,-0.948360236,143.5
US.PEP260821P90000,PUT,90.0,0.0,2.13,-2.0948e-05,143.5
US.PEP260821P95000,PUT,95.0,0.0,2.13,-2.3112e-05,143.5
US.PEP260828C100000,CALL,100.0,41.95,45.6,0.0,143.5
US.PEP260828C105000,CALL,105.0,37.0,40.85,0.987347718,143.5
US.PEP260828C110000,CALL,110.0,32.0,35.65,0.0,143.5
US.PEP260828C115000,CALL,115.0,27.35,30.75,0.972516128,143.5
US.PEP260828C120000,CALL,120.0,22.1,25.9,0.976203111,143.5
US.PEP260828C122000,CALL,122.0,20.65,24.2,0.930003586,143.5
US.PEP260828C123000,CALL,123.0,19.15,22.75,0.983526136,143.5
US.PEP260828C124000,CALL,124.0,18.6,21.35,0.978679171,143.5
US.PEP260828C125000,CALL,125.0,17.85,20.35,0.958365253,143.5
US.PEP260828C126000,CALL,126.0,16.5,19.6,0.964593016,143.5
US.PEP260828C127000,CALL,127.0,15.8,18.65,0.938676988,143.5
US.PEP260828C128000,CALL,128.0,14.55,17.7,0.950068783,143.5
US.PEP260828C129000,CALL,129.0,13.6,16.75,0.940552369,143.5
US.PEP260828C130000,CALL,130.0,13.4,15.45,0.90624975,143.5
US.PEP260828C131000,CALL,131.0,12.3,14.75,0.891131943,143.5
US.PEP260828C132000,CALL,132.0,11.45,13.55,0.888415769,143.5
US.PEP260828C133000,CALL,133.0,10.8,12.9,0.848620168,143.5
US.PEP260828C134000,CALL,134.0,9.7,12.05,0.838308486,143.5
US.PEP260828C135000,CALL,135.0,9.1,10.45,0.838027967,143.5
US.PEP260828C136000,CALL,136.0,7.95,10.4,0.793929527,143.5
US.PEP260828C137000,CALL,137.0,7.15,8.85,0.794361574,143.5
US.PEP260828C138000,CALL,138.0,7.1,8.35,0.730546045,143.5
US.PEP260828C139000,CALL,139.0,6.1,7.6,0.70537226,143.5
US.PEP260828C140000,CALL,140.0,5.4,6.85,0.671171853,143.5
US.PEP260828C141000,CALL,141.0,5.2,6.05,0.629180994,143.5
US.PEP260828C142000,CALL,142.0,4.45,5.55,0.59133475,143.5
US.PEP260828C143000,CALL,143.0,3.95,5.15,0.551190139,143.5
US.PEP260828C144000,CALL,144.0,3.75,4.4,0.512360414,143.5
US.PEP260828C145000,CALL,145.0,3.3,3.85,0.473334238,143.5
US.PEP260828C146000,CALL,146.0,2.65,3.25,0.430150358,143.5
US.PEP260828C147000,CALL,147.0,2.35,2.98,0.394217086,143.5
US.PEP260828C148000,CALL,148.0,2.0,2.66,0.357655272,143.5
US.PEP260828C149000,CALL,149.0,1.7,2.33,0.322084179,143.5
US.PEP260828C150000,CALL,150.0,1.49,2.05,0.290549911,143.5
US.PEP260828C152500,CALL,152.5,0.96,1.49,0.217931811,143.5
US.PEP260828C155000,CALL,155.0,0.63,0.95,0.154735656,143.5
US.PEP260828C157500,CALL,157.5,0.0,2.64,0.13237016,143.5
US.PEP260828C160000,CALL,160.0,0.07,0.71,0.082694844,143.5
US.PEP260828C162500,CALL,162.5,0.0,2.37,0.063836866,143.5
US.PEP260828C165000,CALL,165.0,0.04,0.6,0.061768434,143.5
US.PEP260828C167500,CALL,167.5,0.0,2.26,0.030293624,143.5
US.PEP260828C170000,CALL,170.0,0.01,2.23,0.12318018,143.5
US.PEP260828C175000,CALL,175.0,0.0,2.19,0.007696579,143.5
US.PEP260828C180000,CALL,180.0,0.0,2.18,0.002779297,143.5
US.PEP260828C185000,CALL,185.0,0.0,2.17,0.000911322,143.5
US.PEP260828C190000,CALL,190.0,0.0,1.75,0.000280882,143.5
US.PEP260828C195000,CALL,195.0,0.0,1.55,7.584e-05,143.5
US.PEP260828C200000,CALL,200.0,0.0,2.16,3.7892e-05,143.5
US.PEP260828C90000,CALL,90.0,51.9,55.95,0.987765383,143.5
US.PEP260828C95000,CALL,95.0,47.2,50.8,0.982432655,143.5
US.PEP260828P100000,PUT,100.0,0.0,2.14,-0.00025867,143.5
US.PEP260828P105000,PUT,105.0,0.0,2.15,-0.001298046,143.5
US.PEP260828P110000,PUT,110.0,0.01,2.16,-0.076440349,143.5
US.PEP260828P115000,PUT,115.0,0.0,2.18,-0.015814743,143.5
US.PEP260828P120000,PUT,120.0,0.0,0.56,-0.031437637,143.5
US.PEP260828P122000,PUT,122.0,0.0,1.75,-0.038476366,143.5
US.PEP260828P123000,PUT,123.0,0.0,1.37,-0.042552954,143.5
US.PEP260828P124000,PUT,124.0,0.0,0.93,-0.046820783,143.5
US.PEP260828P125000,PUT,125.0,0.06,0.28,-0.036011415,143.5
US.PEP260828P126000,PUT,126.0,0.0,0.95,-0.05611899,143.5
US.PEP260828P127000,PUT,127.0,0.0,0.96,-0.063052517,143.5
US.PEP260828P128000,PUT,128.0,0.0,0.66,-0.052184185,143.5
US.PEP260828P129000,PUT,129.0,0.0,1.44,-0.067494533,143.5
US.PEP260828P130000,PUT,130.0,0.26,0.62,-0.084927782,143.5
US.PEP260828P131000,PUT,131.0,0.0,1.25,-0.096493234,143.5
US.PEP260828P132000,PUT,132.0,0.4,0.95,-0.12086649,143.5
US.PEP260828P133000,PUT,133.0,0.5,1.87,-0.170648443,143.5
US.PEP260828P134000,PUT,134.0,0.24,1.69,-0.162735235,143.5
US.PEP260828P135000,PUT,135.0,0.45,1.23,-0.161072461,143.5
US.PEP260828P136000,PUT,136.0,0.84,1.36,-0.195175832,143.5
US.PEP260828P137000,PUT,137.0,0.84,1.58,-0.217341467,143.5
US.PEP260828P138000,PUT,138.0,1.26,1.72,-0.253006824,143.5
US.PEP260828P139000,PUT,139.0,1.44,2.18,-0.290600243,143.5
US.PEP260828P140000,PUT,140.0,1.66,2.41,-0.32418428,143.5
US.PEP260828P141000,PUT,141.0,2.21,2.91,-0.369391906,143.5
US.PEP260828P142000,PUT,142.0,2.37,3.3,-0.407314371,143.5
US.PEP260828P143000,PUT,143.0,2.84,3.8,-0.450158813,143.5
US.PEP260828P144000,PUT,144.0,3.5,4.35,-0.492230471,143.5
US.PEP260828P145000,PUT,145.0,3.3,4.95,-0.539606755,143.5
US.PEP260828P146000,PUT,146.0,4.6,5.2,-0.578545003,143.5
US.PEP260828P147000,PUT,147.0,4.55,6.15,-0.627666335,143.5
US.PEP260828P148000,PUT,148.0,5.8,7.15,-0.645807412,143.5
US.PEP260828P149000,PUT,149.0,6.4,8.0,-0.679667488,143.5
US.PEP260828P150000,PUT,150.0,7.35,8.35,-0.718511026,143.5
US.PEP260828P152500,PUT,152.5,8.55,10.95,-0.801915366,143.5
US.PEP260828P155000,PUT,155.0,10.65,13.0,-0.877159453,143.5
US.PEP260828P157500,PUT,157.5,12.7,15.7,-0.911630904,143.5
US.PEP260828P160000,PUT,160.0,15.1,17.65,0.0,143.5
US.PEP260828P162500,PUT,162.5,17.3,20.7,-0.999999999,143.5
US.PEP260828P165000,PUT,165.0,19.4,23.45,0.0,143.5
US.PEP260828P167500,PUT,167.5,22.55,25.5,-0.976346485,143.5
US.PEP260828P170000,PUT,170.0,24.6,28.45,-0.977762077,143.5
US.PEP260828P175000,PUT,175.0,29.6,33.45,-0.980000017,143.5
US.PEP260828P180000,PUT,180.0,34.6,38.45,-0.981695267,143.5
US.PEP260828P185000,PUT,185.0,39.6,43.45,-0.98302704,143.5
US.PEP260828P190000,PUT,190.0,44.6,48.45,-0.984103243,143.5
US.PEP260828P195000,PUT,195.0,49.6,53.2,0.0,143.5
US.PEP260828P200000,PUT,200.0,54.6,58.2,0.0,143.5
US.PEP260828P90000,PUT,90.0,0.0,2.13,-1.9101e-05,143.5
US.PEP260828P95000,PUT,95.0,0.0,2.14,-2.0951e-05,143.5
US.PEP260904C100000,CALL,100.0,42.0,45.95,0.989492525,143.5
US.PEP260904C105000,CALL,105.0,37.0,41.0,0.987577237,143.5
US.PEP260904C110000,CALL,110.0,32.2,35.9,0.982504739,143.5
US.PEP260904C115000,CALL,115.0,27.45,30.4,0.0,143.5
US.PEP260904C120000,CALL,120.0,22.3,25.6,0.0,143.5
US.PEP260904C122000,CALL,122.0,20.5,23.55,0.986375824,143.5
US.PEP260904C123000,CALL,123.0,19.5,23.0,0.953720029,143.5
US.PEP260904C124000,CALL,124.0,18.55,21.85,0.958577024,143.5
US.PEP260904C125000,CALL,125.0,17.4,20.95,0.960854258,143.5
US.PEP260904C126000,CALL,126.0,16.8,19.95,0.934627267,143.5
US.PEP260904C127000,CALL,127.0,15.65,19.0,0.938101867,143.5
US.PEP260904C128000,CALL,128.0,14.95,17.7,0.935784355,143.5
US.PEP260904C129000,CALL,129.0,14.0,16.9,0.918100181,143.5
US.PEP260904C130000,CALL,130.0,13.1,15.85,0.911697717,143.5
US.PEP260904C131000,CALL,131.0,12.55,14.95,0.879343052,143.5
US.PEP260904C132000,CALL,132.0,11.75,14.3,0.85050966,143.5
US.PEP260904C133000,CALL,133.0,10.9,13.2,0.841246535,143.5
US.PEP260904C134000,CALL,134.0,9.95,12.65,0.814789766,143.5
US.PEP260904C135000,CALL,135.0,9.1,11.55,0.803090998,143.5
US.PEP260904C136000,CALL,136.0,8.3,10.65,0.781765124,143.5
US.PEP260904C137000,CALL,137.0,7.6,9.9,0.752209061,143.5
US.PEP260904C138000,CALL,138.0,7.6,9.25,0.706168189,143.5
US.PEP260904C139000,CALL,139.0,6.6,8.55,0.68271489,143.5
US.PEP260904C140000,CALL,140.0,6.2,7.0,0.660747038,143.5
US.PEP260904C141000,CALL,141.0,5.45,6.5,0.626052854,143.5
US.PEP260904C142000,CALL,142.0,5.0,5.95,0.589106534,143.5
US.PEP260904C143000,CALL,143.0,4.45,5.45,0.553264719,143.5
US.PEP260904C144000,CALL,144.0,3.9,5.0,0.517428091,143.5
US.PEP260904C145000,CALL,145.0,3.25,4.35,0.479619368,143.5
US.PEP260904C146000,CALL,146.0,3.0,3.9,0.444411801,143.5
US.PEP260904C147000,CALL,147.0,2.49,3.6,0.408699444,143.5
US.PEP260904C148000,CALL,148.0,2.14,4.05,0.387980505,143.5
US.PEP260904C149000,CALL,149.0,2.07,2.83,0.344956469,143.5
US.PEP260904C150000,CALL,150.0,1.66,2.54,0.311043746,143.5
US.PEP260904C152500,CALL,152.5,1.06,1.93,0.240005146,143.5
US.PEP260904C155000,CALL,155.0,0.85,1.27,0.181925629,143.5
US.PEP260904C157500,CALL,157.5,0.58,1.37,0.157794619,143.5
US.PEP260904C160000,CALL,160.0,0.4,0.71,0.103827012,143.5
US.PEP260904C165000,CALL,165.0,0.04,0.6,0.061983113,143.5
US.PEP260904C170000,CALL,170.0,0.01,1.17,0.082422857,143.5
US.PEP260904C175000,CALL,175.0,0.0,2.25,0.038852659,143.5
US.PEP260904C180000,CALL,180.0,0.0,2.22,0.026707898,143.5
US.PEP260904C185000,CALL,185.0,0.0,2.21,0.018642624,143.5
US.PEP260904C190000,CALL,190.0,0.0,2.2,0.013199088,143.5
US.PEP260904C195000,CALL,195.0,0.0,1.35,0.009447142,143.5
US.PEP260904C200000,CALL,200.0,0.0,1.75,0.006811255,143.5
US.PEP260904C90000,CALL,90.0,51.95,55.8,0.996677763,143.5
US.PEP260904C95000,CALL,95.0,46.95,51.0,0.989066052,143.5
US.PEP260904P100000,PUT,100.0,0.0,2.13,-0.004764898,143.5
US.PEP260904P105000,PUT,105.0,0.0,2.13,-0.009162958,143.5
US.PEP260904P110000,PUT,110.0,0.0,1.75,-0.017059735,143.5
US.PEP260904P115000,PUT,115.0,0.0,2.15,-0.030795086,143.5
US.PEP260904P120000,PUT,120.0,0.02,0.88,-0.057857686,143.5
US.PEP260904P122000,PUT,122.0,0.0,2.26,-0.066965896,143.5
US.PEP260904P123000,PUT,123.0,0.0,2.3,-0.073730163,143.5
US.PEP260904P124000,PUT,124.0,0.0,0.95,-0.080731018,143.5
US.PEP260904P125000,PUT,125.0,0.0,2.37,-0.087993702,143.5
US.PEP260904P126000,PUT,126.0,0.0,2.42,-0.095578499,143.5
US.PEP260904P127000,PUT,127.0,0.0,2.51,-0.103519196,143.5
US.PEP260904P128000,PUT,128.0,0.0,1.45,-0.111886439,143.5
US.PEP260904P129000,PUT,129.0,0.0,2.64,-0.120727951,143.5
US.PEP260904P130000,PUT,130.0,0.25,2.74,-0.166093898,143.5
US.PEP260904P131000,PUT,131.0,0.31,2.9,-0.178977338,143.5
US.PEP260904P132000,PUT,132.0,0.0,1.46,-0.150976759,143.5
US.PEP260904P133000,PUT,133.0,0.89,1.34,-0.164941164,143.5
US.PEP260904P134000,PUT,134.0,1.03,1.48,-0.183791194,143.5
US.PEP260904P135000,PUT,135.0,1.17,1.79,-0.208712029,143.5
US.PEP260904P136000,PUT,136.0,1.45,2.09,-0.237186775,143.5
US.PEP260904P137000,PUT,137.0,1.65,2.65,-0.269170024,143.5
US.PEP260904P138000,PUT,138.0,1.33,2.74,-0.280462369,143.5
US.PEP260904P139000,PUT,139.0,2.37,3.3,-0.327849806,143.5
US.PEP260904P140000,PUT,140.0,2.75,3.6,-0.357292057,143.5
US.PEP260904P141000,PUT,141.0,2.25,4.15,-0.381849128,143.5
US.PEP260904P142000,PUT,142.0,2.96,4.85,-0.419073582,143.5
US.PEP260904P143000,PUT,143.0,3.5,5.05,-0.451578586,143.5
US.PEP260904P144000,PUT,144.0,4.5,5.7,-0.483866177,143.5
US.PEP260904P145000,PUT,145.0,4.95,6.35,-0.515091832,143.5
US.PEP260904P146000,PUT,146.0,5.7,6.85,-0.545152355,143.5
US.PEP260904P147000,PUT,147.0,6.5,7.5,-0.572571151,143.5
US.PEP260904P148000,PUT,148.0,5.85,8.35,-0.617346093,143.5
US.PEP260904P149000,PUT,149.0,7.65,8.85,-0.630646932,143.5
US.PEP260904P150000,PUT,150.0,8.45,9.9,-0.649010065,143.5
US.PEP260904P152500,PUT,152.5,9.45,11.95,-0.72539461,143.5
US.PEP260904P155000,PUT,155.0,11.9,14.3,-0.755294446,143.5
US.PEP260904P157500,PUT,157.5,14.1,16.4,-0.79553964,143.5
US.PEP260904P160000,PUT,160.0,16.45,19.45,-0.797334097,143.5
US.PEP260904P165000,PUT,165.0,20.8,23.95,-0.856506047,143.5
US.PEP260904P170000,PUT,170.0,25.5,28.85,-0.885408338,143.5
US.PEP260904P175000,PUT,175.0,30.35,33.85,-0.900763315,143.5
US.PEP260904P180000,PUT,180.0,35.3,39.2,-0.897008029,143.5
US.PEP260904P185000,PUT,185.0,40.25,44.1,-0.908210607,143.5
US.PEP260904P190000,PUT,190.0,45.25,49.1,-0.913106898,143.5
US.PEP260904P195000,PUT,195.0,50.15,54.05,-0.922082134,143.5
US.PEP260904P200000,PUT,200.0,55.2,59.05,-0.923824053,143.5
US.PEP260904P90000,PUT,90.0,0.0,2.13,-0.00115265,143.5
US.PEP260904P95000,PUT,95.0,0.0,2.13,-0.002393049,143.5
US.PEP260918C100000,CALL,100.0,42.0,45.1,0.0,143.5
US.PEP260918C105000,CALL,105.0,37.5,40.15,0.0,143.5
US.PEP260918C110000,CALL,110.0,32.1,35.2,0.0,143.5
US.PEP260918C115000,CALL,115.0,27.15,30.85,0.0,143.5
US.PEP260918C120000,CALL,120.0,23.15,25.6,0.962821494,143.5
US.PEP260918C125000,CALL,125.0,18.3,20.5,0.955505804,143.5
US.PEP260918C130000,CALL,130.0,13.65,15.85,0.903434191,143.5
US.PEP260918C135000,CALL,135.0,9.55,11.4,0.808505556,143.5
US.PEP260918C140000,CALL,140.0,6.8,7.45,0.656147174,143.5
US.PEP260918C145000,CALL,145.0,3.9,4.6,0.490871284,143.5
US.PEP260918C150000,CALL,150.0,2.25,2.59,0.330083616,143.5
US.PEP260918C155000,CALL,155.0,1.11,1.45,0.202031419,143.5
US.PEP260918C160000,CALL,160.0,0.65,0.91,0.128515734,143.5
US.PEP260918C165000,CALL,165.0,0.36,0.46,0.073723209,143.5
US.PEP260918C170000,CALL,170.0,0.2,0.26,0.043457279,143.5
US.PEP260918C175000,CALL,175.0,0.15,0.23,0.033882826,143.5
US.PEP260918C180000,CALL,180.0,0.0,0.62,0.020437475,143.5
US.PEP260918C185000,CALL,185.0,0.0,0.3,0.011017048,143.5
US.PEP260918C190000,CALL,190.0,0.0,0.35,0.005674849,143.5
US.PEP260918C195000,CALL,195.0,0.0,1.14,0.002819485,143.5
US.PEP260918C200000,CALL,200.0,0.0,0.5,0.00136935,143.5
US.PEP260918C90000,CALL,90.0,51.95,55.85,0.0,143.5
US.PEP260918C95000,CALL,95.0,47.0,50.3,0.0,143.5
US.PEP260918P100000,PUT,100.0,0.0,0.44,-0.003219011,143.5
US.PEP260918P105000,PUT,105.0,0.01,0.49,-0.025416788,143.5
US.PEP260918P110000,PUT,110.0,0.03,0.25,-0.01887233,143.5
US.PEP260918P115000,PUT,115.0,0.12,0.3,-0.029216244,143.5
US.PEP260918P120000,PUT,120.0,0.22,0.39,-0.044361521,143.5
US.PEP260918P125000,PUT,125.0,0.44,0.57,-0.073747065,143.5
US.PEP260918P130000,PUT,130.0,0.93,1.31,-0.142754057,143.5
US.PEP260918P135000,PUT,135.0,1.91,2.11,-0.234388257,143.5
US.PEP260918P140000,PUT,140.0,3.4,3.85,-0.363004091,143.5
US.PEP260918P145000,PUT,145.0,5.8,6.35,-0.506039337,143.5
US.PEP260918P150000,PUT,150.0,9.1,10.25,-0.626716308,143.5
US.PEP260918P155000,PUT,155.0,12.3,14.65,-0.728646189,143.5
US.PEP260918P160000,PUT,160.0,16.7,19.0,-0.796839929,143.5
US.PEP260918P165000,PUT,165.0,21.15,23.85,-0.841209441,143.5
US.PEP260918P170000,PUT,170.0,25.95,28.6,-0.871827163,143.5
US.PEP260918P175000,PUT,175.0,30.5,33.75,-0.893456981,143.5
US.PEP260918P180000,PUT,180.0,35.5,39.15,-0.886795245,143.5
US.PEP260918P185000,PUT,185.0,40.45,44.1,-0.896616793,143.5
US.PEP260918P190000,PUT,190.0,45.75,48.8,-0.901967693,143.5
US.PEP260918P195000,PUT,195.0,50.7,53.75,-0.909517808,143.5
US.PEP260918P200000,PUT,200.0,55.8,59.0,-0.903316207,143.5
US.PEP260918P90000,PUT,90.0,0.0,1.05,-0.000211903,143.5
US.PEP260918P95000,PUT,95.0,0.0,1.05,-0.000937192,143.5
US.PEP261016C100000,CALL,100.0,42.0,45.2,0.0,143.5
US.PEP261016C105000,CALL,105.0,37.05,40.35,0.0,143.5
US.PEP261016C110000,CALL,110.0,32.6,35.25,0.0,143.5
US.PEP261016C115000,CALL,115.0,28.1,30.35,0.0,143.5
US.PEP261016C120000,CALL,120.0,22.8,25.75,0.0,143.5
US.PEP261016C125000,CALL,125.0,18.75,20.55,0.972908944,143.5
US.PEP261016C130000,CALL,130.0,14.6,16.05,0.887107275,143.5
US.PEP261016C135000,CALL,135.0,10.2,12.5,0.78414038,143.5
US.PEP261016C140000,CALL,140.0,8.35,8.7,0.643084265,143.5
US.PEP261016C145000,CALL,145.0,5.8,6.1,0.513333278,143.5
US.PEP261016C150000,CALL,150.0,3.85,4.1,0.389110995,143.5
US.PEP261016C155000,CALL,155.0,2.36,2.68,0.278844484,143.5
US.PEP261016C160000,CALL,160.0,1.57,1.71,0.196188497,143.5
US.PEP261016C165000,CALL,165.0,0.88,1.3,0.137543979,143.5
US.PEP261016C170000,CALL,170.0,0.45,0.95,0.093562464,143.5
US.PEP261016C175000,CALL,175.0,0.33,0.51,0.060203745,143.5
US.PEP261016C180000,CALL,180.0,0.0,0.38,0.045985452,143.5
US.PEP261016C185000,CALL,185.0,0.0,0.45,0.027133736,143.5
US.PEP261016C190000,CALL,190.0,0.0,1.28,0.016400799,143.5
US.PEP261016C195000,CALL,195.0,0.0,1.19,0.009676593,143.5
US.PEP261016C200000,CALL,200.0,0.0,2.17,0.005593615,143.5
US.PEP261016C90000,CALL,90.0,51.95,55.15,0.0,143.5
US.PEP261016C95000,CALL,95.0,47.25,50.3,0.0,143.5
US.PEP261016P100000,PUT,100.0,0.0,0.55,-0.005123681,143.5
US.PEP261016P105000,PUT,105.0,0.0,0.82,-0.012868566,143.5
US.PEP261016P110000,PUT,110.0,0.12,0.31,-0.025591327,143.5
US.PEP261016P115000,PUT,115.0,0.05,0.9,-0.050797949,143.5
US.PEP261016P120000,PUT,120.0,0.53,0.92,-0.07702087,143.5
US.PEP261016P125000,PUT,125.0,0.94,1.39,-0.119217871,143.5
US.PEP261016P130000,PUT,130.0,1.71,2.07,-0.181759383,143.5
US.PEP261016P135000,PUT,135.0,3.15,3.4,-0.274011908,143.5
US.PEP261016P140000,PUT,140.0,4.75,5.25,-0.376490866,143.5
US.PEP261016P145000,PUT,145.0,7.1,7.65,-0.488875036,143.5
US.PEP261016P150000,PUT,150.0,10.05,10.8,-0.59800173,143.5
US.PEP261016P155000,PUT,155.0,13.1,15.75,-0.67998831,143.5
US.PEP261016P160000,PUT,160.0,17.95,19.55,-0.741005745,143.5
US.PEP261016P165000,PUT,165.0,22.05,23.95,-0.80065518,143.5
US.PEP261016P170000,PUT,170.0,25.75,29.6,-0.835643912,143.5
US.PEP261016P175000,PUT,175.0,30.75,33.45,-0.887331809,143.5
US.PEP261016P180000,PUT,180.0,35.55,38.8,-0.889236688,143.5
US.PEP261016P185000,PUT,185.0,40.95,44.1,-0.87343399,143.5
US.PEP261016P190000,PUT,190.0,45.75,48.6,-0.901076944,143.5
US.PEP261016P195000,PUT,195.0,50.8,54.0,-0.891746191,143.5
US.PEP261016P200000,PUT,200.0,55.8,59.0,-0.896017744,143.5
US.PEP261016P90000,PUT,90.0,0.0,1.05,-0.000456508,143.5
US.PEP261016P95000,PUT,95.0,0.0,1.33,-0.001717679,143.5
US.PEP261120C100000,CALL,100.0,42.05,45.3,0.0,143.5
US.PEP261120C105000,CALL,105.0,37.5,40.95,0.0,143.5
US.PEP261120C110000,CALL,110.0,32.8,35.6,0.0,143.5
US.PEP261120C115000,CALL,115.0,27.95,30.75,0.0,143.5
US.PEP261120C120000,CALL,120.0,23.6,26.1,0.0,143.5
US.PEP261120C125000,CALL,125.0,19.65,21.8,0.909864927,143.5
US.PEP261120C130000,CALL,130.0,15.85,17.4,0.836659709,143.5
US.PEP261120C135000,CALL,135.0,12.35,14.3,0.734734895,143.5
US.PEP261120C140000,CALL,140.0,9.3,11.3,0.634296508,143.5
US.PEP261120C145000,CALL,145.0,7.15,7.7,0.53039712,143.5
US.PEP261120C150000,CALL,150.0,5.35,5.7,0.428652743,143.5
US.PEP261120C155000,CALL,155.0,3.75,4.1,0.335111564,143.5
US.PEP261120C160000,CALL,160.0,2.43,2.8,0.249428977,143.5
US.PEP261120C165000,CALL,165.0,1.57,2.14,0.18740182,143.5
US.PEP261120C170000,CALL,170.0,1.05,1.78,0.145600268,143.5
US.PEP261120C175000,CALL,175.0,0.6,1.26,0.103052711,143.5
US.PEP261120C180000,CALL,180.0,0.24,1.65,0.096089765,143.5
US.PEP261120C185000,CALL,185.0,0.15,1.62,0.08588945,143.5
US.PEP261120C190000,CALL,190.0,0.0,1.34,0.050855024,143.5
US.PEP261120C195000,CALL,195.0,0.0,1.5,0.038682515,143.5
US.PEP261120C200000,CALL,200.0,0.0,1.27,0.026718119,143.5
US.PEP261120C90000,CALL,90.0,51.95,55.7,0.0,143.5
US.PEP261120C95000,CALL,95.0,47.25,50.35,0.0,143.5
US.PEP261120P100000,PUT,100.0,0.0,1.5,-0.018658179,143.5
US.PEP261120P105000,PUT,105.0,0.0,1.0,-0.034664568,143.5
US.PEP261120P110000,PUT,110.0,0.3,1.15,-0.058186427,143.5
US.PEP261120P115000,PUT,115.0,0.61,1.23,-0.076522125,143.5
US.PEP261120P120000,PUT,120.0,0.79,1.87,-0.10860876,143.5
US.PEP261120P125000,PUT,125.0,1.56,2.14,-0.149711953,143.5
US.PEP261120P130000,PUT,130.0,2.75,2.94,-0.213287602,143.5
US.PEP261120P135000,PUT,135.0,4.1,4.4,-0.291408883,143.5
US.PEP261120P140000,PUT,140.0,5.95,6.3,-0.380527978,143.5
US.PEP261120P145000,PUT,145.0,8.1,8.75,-0.475776169,143.5
US.PEP261120P150000,PUT,150.0,11.25,11.75,-0.568380565,143.5
US.PEP261120P155000,PUT,155.0,14.65,16.55,-0.63701224,143.5
US.PEP261120P160000,PUT,160.0,17.9,20.1,-0.721047962,143.5
US.PEP261120P165000,PUT,165.0,21.8,24.35,-0.786995274,143.5
US.PEP261120P170000,PUT,170.0,26.6,29.05,-0.817840201,143.5
US.PEP261120P175000,PUT,175.0,30.9,34.0,-0.853178919,143.5
US.PEP261120P180000,PUT,180.0,36.2,38.85,-0.857873638,143.5
US.PEP261120P185000,PUT,185.0,41.0,43.7,-0.876417653,143.5
US.PEP261120P190000,PUT,190.0,45.45,49.1,-0.887309664,143.5
US.PEP261120P195000,PUT,195.0,50.2,54.05,-0.902428105,143.5
US.PEP261120P200000,PUT,200.0,55.15,59.0,-0.909909459,143.5
US.PEP261120P90000,PUT,90.0,0.0,1.38,-0.003905853,143.5
US.PEP261120P95000,PUT,95.0,0.0,2.24,-0.009066474,143.5
US.PSKY260731C10000,CALL,10.0,0.0,0.01,0.028976197,7.95
US.PSKY260731C10500,CALL,10.5,0.0,0.01,0.025331281,7.95
US.PSKY260731C11000,CALL,11.0,0.0,0.01,0.00474456,7.95
US.PSKY260731C5000,CALL,5.0,2.6,3.35,0.972305744,7.95
US.PSKY260731C5500,CALL,5.5,2.19,2.82,0.943183544,7.95
US.PSKY260731C6000,CALL,6.0,1.64,3.65,0.786026923,7.95
US.PSKY260731C6500,CALL,6.5,1.13,1.55,0.0,7.95
US.PSKY260731C7000,CALL,7.0,0.87,1.05,0.963256497,7.95
US.PSKY260731C7500,CALL,7.5,0.26,0.66,0.936719675,7.95
US.PSKY260731C8000,CALL,8.0,0.1,0.15,0.457209921,7.95
US.PSKY260731C8500,CALL,8.5,0.02,0.05,0.144274742,7.95
US.PSKY260731C9000,CALL,9.0,0.0,0.03,0.044232098,7.95
US.PSKY260731C9500,CALL,9.5,0.0,0.01,0.034531196,7.95
US.PSKY260731P10000,PUT,10.0,1.79,2.35,-0.949584564,7.95
US.PSKY260731P10500,PUT,10.5,2.29,4.35,-0.628844776,7.95
US.PSKY260731P11000,PUT,11.0,2.79,5.15,-0.612438545,7.95
US.PSKY260731P5000,PUT,5.0,0.0,0.1,-0.000338676,7.95
US.PSKY260731P5500,PUT,5.5,0.0,0.1,-0.054146109,7.95
US.PSKY260731P6000,PUT,6.0,0.0,2.13,-0.000532202,7.95
US.PSKY260731P6500,PUT,6.5,0.0,2.13,-0.000716256,7.95
US.PSKY260731P7000,PUT,7.0,0.0,0.02,-0.040536946,7.95
US.PSKY260731P7500,PUT,7.5,0.01,0.06,-0.146156947,7.95
US.PSKY260731P8000,PUT,8.0,0.03,0.26,-0.557274322,7.95
